#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1548685916346833323,0.3499473761,0.2135255434,0.0140468607,10.1991883509,-0.5739661746,1.4684282352
1548685916351813323,0.3446624669,0.1772037740,0.0092892686,10.0748053167,-0.5356647760,1.5474857717
1548685916356792323,0.3402895822,0.1484225970,-0.0029996031,9.9982619110,-0.4432285737,1.5074749631
1548685916361771323,0.3419402978,0.1237328087,-0.0207141343,9.9324824218,-0.3507791572,1.5482061579
1548685916366750323,0.3433125710,0.1054062753,-0.0424583685,9.8631149604,-0.3448558631,1.5409441142
1548685916371728323,0.3485814522,0.0876555899,-0.0610155686,9.8212552855,-0.3689410624,1.5180748835
1548685916376707323,0.3553196267,0.0716234648,-0.0763653102,9.7471038613,-0.3486033551,1.4932898509
1548685916381687323,0.3632635288,0.0587677979,-0.0917281409,9.6478366321,-0.2958508369,1.5016632900
1548685916386666323,0.3702307711,0.0490791740,-0.1070848822,9.5461774214,-0.2034454680,1.4995084696
1548685916391645323,0.3795979242,0.0497824870,-0.1230078290,9.4277743408,-0.1867671575,1.4096787602
1548685916396624323,0.3913824404,0.0505035432,-0.1402944071,9.3548189073,-0.1640246009,1.3051603745
1548685916401603323,0.4007647075,0.0483151836,-0.1546043547,9.2722955481,-0.1593191482,1.2265676463
1548685916406582323,0.4094121019,0.0524603152,-0.1678389208,9.2017320960,-0.2399190402,1.1818304618
1548685916411561323,0.4180832515,0.0560070139,-0.1770460791,9.0964849133,-0.2821074147,1.1469346271
1548685916416540323,0.4209090259,0.0638690275,-0.1891585217,9.0677811361,-0.2376801033,1.1613821218
1548685916421519323,0.4224674422,0.0792593056,-0.2082461366,9.0821330247,-0.1331154087,1.0720648520
1548685916426498323,0.4254282914,0.0918297258,-0.2378144338,9.1431285511,0.0123640256,1.0454055048
1548685916431477323,0.4289086133,0.0966008393,-0.2641594453,9.2746875295,0.1759554446,0.9826106207
1548685916436456323,0.4358323890,0.0932837985,-0.2848903424,9.3966785823,0.2554167809,0.9187954194
1548685916441435323,0.4442345061,0.0810315695,-0.3048217717,9.5760771893,0.2724606860,0.7334667146
1548685916446414323,0.4507737049,0.0571882609,-0.3153310486,9.6263087992,0.1151008939,0.6835856894
1548685916451393323,0.4510883171,0.0280614776,-0.3134315769,9.6287007806,-0.0110736747,0.6706901108
1548685916456372323,0.4504864089,0.0006049270,-0.3013232639,9.5318255329,-0.1145379882,0.7154122907
1548685916461351323,0.4479567212,-0.0205422962,-0.2846388781,9.4672420344,-0.1975339199,0.7397599342
1548685916466330323,0.4430161542,-0.0376857188,-0.2639093157,9.4576741087,-0.1891338323,0.7539558122
1548685916471309323,0.4387792492,-0.0527890159,-0.2466777320,9.4839859043,-0.1266136235,0.6680031873
1548685916476288323,0.4340652990,-0.0716422197,-0.2294390093,9.5138856722,-0.0821143678,0.6499997000
1548685916481267323,0.4293581601,-0.0873373035,-0.2097865419,9.4373422665,-0.0990320032,0.6744934413
1548685916486247323,0.4227216942,-0.0952830493,-0.1852906438,9.3727587680,-0.2240871034,0.6754058529
1548685916491225323,0.4136691304,-0.1052616794,-0.1599664939,9.3189391859,-0.3431205366,0.6621023878
1548685916496205323,0.4002497811,-0.1086400422,-0.1324613620,9.3428590002,-0.4392264135,0.6618009542
1548685916501184323,0.3856056931,-0.1125871149,-0.1073613117,9.3273111209,-0.4043964756,0.6737269736
1548685916506162323,0.3685332964,-0.1220076596,-0.0849203905,9.3572108887,-0.4139732935,0.5760209099
1548685916511141323,0.3468684239,-0.1334763292,-0.0605581813,9.3966785823,-0.4415637233,0.4981181461
1548685916516120323,0.3281192638,-0.1498290643,-0.0370231745,9.4409302387,-0.4379043264,0.4517942756
1548685916521099323,0.3062224091,-0.1705154308,-0.0142625386,9.4146184430,-0.4619704384,0.4591929131
1548685916526078323,0.2864988372,-0.1883065354,0.0079397769,9.3990705637,-0.4860233362,0.4148635977
1548685916531057323,0.2657964369,-0.2104087488,0.0269323636,9.3703667866,-0.4884619553,0.3331944614
1548685916536036323,0.2450826730,-0.2342261587,0.0432416348,9.3320950838,-0.4993241540,0.3020668295
1548685916541016323,0.2272534108,-0.2545540175,0.0563011065,9.3105672509,-0.4536863426,0.2273213579
1548685916545994323,0.2108719346,-0.2771702956,0.0672018481,9.2663155945,-0.3792358554,0.1728073695
1548685916550973323,0.2014572487,-0.2950896550,0.0681040699,9.2172799753,-0.2194712140,0.1511611451
1548685916555952323,0.1988068191,-0.3080641711,0.0662582189,9.1682443561,-0.0368744526,0.1459212768
1548685916560932323,0.2004786803,-0.3172385455,0.0581964536,9.1562844489,0.1145238710,0.1437009097
1548685916565910323,0.2093831002,-0.3263407571,0.0425537576,9.1359526068,0.2983575609,0.0700760221
1548685916570890323,0.2270301164,-0.3394457856,0.0276428384,9.1467165232,0.4269516613,0.0534841345
1548685916575869323,0.2510082396,-0.3522615368,0.0175086510,9.1431285511,0.5110655933,0.0183424741
1548685916580848323,0.2747389502,-0.3613334325,0.0079106463,9.1323646347,0.4966320927,-0.0166761145
1548685916585826323,0.3006812481,-0.3721504325,0.0028586847,9.0677811361,0.4617037819,-0.0193037000
1548685916590806323,0.3281063715,-0.3720555236,0.0069133154,8.9972176841,0.3570700794,0.0051310037
1548685916595784323,0.3499741070,-0.3622220222,0.0182579712,8.8859905477,0.2463780038,0.0606013770
1548685916600764323,0.3670148652,-0.3504176045,0.0344760554,8.8226030399,0.1213243719,0.0579805836
1548685916605742323,0.3801861141,-0.3314473481,0.0552865961,8.8202110585,-0.0024526886,0.0580449083
1548685916610721323,0.3850843453,-0.3061556406,0.0734800774,8.7376876993,-0.0818655726,0.0369164603
1548685916615701323,0.3880375144,-0.2791410851,0.0914208141,8.7532355786,-0.1311157969,0.0929875650
1548685916620680323,0.3866125344,-0.2472414590,0.1088592172,8.7329037364,-0.1936286644,0.1155544458
1548685916625658323,0.3813103413,-0.2116209512,0.1282080892,8.7364917086,-0.2633223101,0.1471755094
1548685916630638323,0.3769670169,-0.1771363249,0.1451331434,8.8525028078,-0.2355410076,0.1385531901
1548685916635617323,0.3752617082,-0.1457764653,0.1555940470,8.9517700370,-0.1488974249,0.1371778329
1548685916640595323,0.3752301922,-0.1181265129,0.1604051596,9.0414693404,-0.0718791125,0.0866987458
1548685916645575323,0.3754330308,-0.0993863949,0.1603886435,9.2208679474,-0.0380115400,0.1135521199
1548685916650554323,0.3833930743,-0.0808981818,0.1597672292,9.3512309352,0.0258380972,0.1481000395
1548685916655533323,0.3923445526,-0.0768117165,0.1575375705,9.4612620808,0.1052847510,0.1442351980
1548685916660512323,0.4015348022,-0.0787623464,0.1523573204,9.5449814307,0.1198078149,0.1923268828
1548685916665491323,0.4158047054,-0.0818296174,0.1444485618,9.6681684742,0.1512029984,0.2187748339
1548685916670470323,0.4291165307,-0.0898035173,0.1368205538,9.7363399448,0.1693120467,0.2084625147
1548685916675449323,0.4438817674,-0.1069761402,0.1254283409,9.8272352390,0.2042726590,0.2470727399
1548685916680428323,0.4583847037,-0.1247060063,0.1102802007,9.8918187376,0.2668398519,0.2801730557
1548685916685407323,0.4779648536,-0.1423993401,0.0924026669,9.8846427933,0.3076885202,0.3459092342
1548685916690385323,0.4946240272,-0.1598067390,0.0726712328,9.8607229790,0.3641386098,0.4048358547
1548685916695364323,0.5129884185,-0.1674325107,0.0580181801,9.7961394805,0.3039747980,0.4467621549
1548685916700344323,0.5299334330,-0.1684818717,0.0522321466,9.7698276848,0.2378495176,0.4225194568
1548685916705323323,0.5430388384,-0.1672853153,0.0545323685,9.7363399448,0.1176393541,0.3866654317
1548685916710302323,0.5527483911,-0.1620745788,0.0582016473,9.6789323906,0.0670978760,0.4144238418
1548685916715281323,0.5588156160,-0.1502575239,0.0635085865,9.6179368642,0.0550060899,0.4140860961
1548685916720260323,0.5631813958,-0.1344160533,0.0696327371,9.5868411057,0.0177155091,0.4250702362
1548685916725239323,0.5665443659,-0.1150944874,0.0711988620,9.6490326228,0.0382205971,0.4781430452
1548685916730218323,0.5706092132,-0.0943064701,0.0687305222,9.7853755641,0.1092877188,0.4410972696
1548685916735197323,0.5739549006,-0.0795713836,0.0654678298,9.9408543568,0.1623529746,0.3908999526
1548685916740176323,0.5792413240,-0.0723089929,0.0595092002,10.0963331495,0.1817708957,0.3254713515
1548685916745155323,0.5838420572,-0.0748721062,0.0573229889,10.2518119422,0.1783566968,0.2764608082
1548685916750134323,0.5870471465,-0.0898701537,0.0610652953,10.3020435522,0.1411659571,0.2699241074
1548685916755113323,0.5912231234,-0.1060157341,0.0645314988,10.2601838772,0.1230892105,0.2693270464
1548685916760092323,0.5941961965,-0.1195864683,0.0706910088,10.2278921280,0.0966123761,0.2732909155
1548685916765071323,0.5954470288,-0.1270987124,0.0747130733,10.1668966016,0.0544783269,0.2647547648
1548685916770052323,0.5952494199,-0.1305956895,0.0814294687,10.1286248988,0.0183806271,0.2664580136
1548685916775029323,0.5935787223,-0.1297658036,0.0865445441,10.1848364623,-0.0440382723,0.2434340554
1548685916780009323,0.5875131577,-0.1274870657,0.0868645121,10.2482239701,-0.0667925749,0.1745823951
1548685916784987323,0.5846192238,-0.1272273461,0.0898429702,10.2888876544,-0.1520626816,0.1142626165
1548685916789966323,0.5790464735,-0.1258172217,0.0912331975,10.3104154872,-0.2205326130,0.0577162833
1548685916794946323,0.5707816680,-0.1226684545,0.0888870367,10.3510791714,-0.2745587660,0.0372467151
1548685916799924323,0.5583921805,-0.1198228520,0.0860403949,10.3809789393,-0.4019012553,-0.0041587466
1548685916804904323,0.5399026759,-0.1083356668,0.0797503514,10.3379232736,-0.5485603564,-0.0105680571
1548685916809883323,0.5177674548,-0.0971437284,0.0718817075,10.3678230414,-0.6278352247,-0.0414351319
1548685916814862323,0.4907909786,-0.0885702658,0.0645946034,10.3558631343,-0.7011530292,-0.0435979142
1548685916819841323,0.4618928679,-0.0780089643,0.0613499630,10.3211794036,-0.7348429432,-0.0970423150
1548685916824820323,0.4290972117,-0.0668717934,0.0551858677,10.2733397751,-0.7168763154,-0.1128070034
1548685916829799323,0.3967588328,-0.0539794674,0.0447207529,10.1668966016,-0.6593258446,-0.0609618570
1548685916834777323,0.3670844388,-0.0387707433,0.0344988914,10.0927451774,-0.6353830657,0.0056916253
1548685916839756323,0.3354152241,-0.0160368929,0.0173082505,10.1238409359,-0.6089076996,-0.0193573492
1548685916844735323,0.3073740252,0.0061462572,-0.0017931626,10.1956003787,-0.5883908656,-0.0707497120
1548685916849714323,0.2805655400,0.0237117485,-0.0190224392,10.3450992179,-0.5329295700,-0.1349337336
1548685916854694323,0.2532754573,0.0389702566,-0.0365141477,10.4993820199,-0.4173778752,-0.2261612774
1548685916859673323,0.2310559125,0.0467915144,-0.0607564612,10.6608407662,-0.2597582025,-0.3116359173
1548685916864652323,0.2110231153,0.0497270249,-0.0860880484,10.7947917260,-0.0721300365,-0.3393005522
1548685916869631323,0.1960755520,0.0460741450,-0.1152177966,10.9514665095,0.0938955968,-0.4657426513
1548685916874610323,0.1838533669,0.0320192558,-0.1379198740,11.0507337387,0.2946997793,-0.5152115833
1548685916879589323,0.1791561783,0.0156875363,-0.1601493120,11.0949853951,0.4846212075,-0.4900728541
1548685916884568323,0.1795638106,0.0005163948,-0.1797397420,11.1153172372,0.6865301759,-0.4552327316
1548685916889547323,0.1861134355,-0.0204600000,-0.1872981242,11.0016981194,0.8654425801,-0.4384898814
1548685916894526323,0.1968110233,-0.0457590324,-0.1919363053,10.8175155496,1.0406632859,-0.2812804452
1548685916899505323,0.2179230006,-0.0629452354,-0.1958669214,10.6333329798,1.2687583748,-0.1920779873
1548685916904484323,0.2453076398,-0.0748945683,-0.2036154270,10.4623063078,1.4704324229,-0.1030480924
1548685916909463323,0.2809131434,-0.0876484546,-0.2159996154,10.3403152550,1.6998055514,0.0661950130
1548685916914442323,0.3223089207,-0.0914299436,-0.2303210579,10.2446359980,1.8162520722,0.1237398419
1548685916919421323,0.3719753210,-0.1018182642,-0.2425621483,10.1441727780,1.8665997411,0.1579208113
1548685916924400323,0.4221619507,-0.1154033918,-0.2497042436,10.0712173445,1.8232493188,0.2339536389
1548685916929379323,0.4694247010,-0.1223703243,-0.2568258574,9.8930147283,1.6776259959,0.2387647132
1548685916934357323,0.5116107573,-0.1267849741,-0.2601462119,9.8284312298,1.5922266830,0.1787073369
1548685916939337323,0.5494360263,-0.1338116384,-0.2636946817,9.6789323906,1.4394284550,0.2124364887
1548685916944316323,0.5782882755,-0.1382867374,-0.2663609045,9.5413934586,1.2650144800,0.2342851441
1548685916949295323,0.5984045591,-0.1298466827,-0.2652018707,9.4696340158,1.1099083072,0.2317861733
1548685916954274323,0.6102757485,-0.1240310111,-0.2650422497,9.4217943873,0.8899402111,0.1176092152
1548685916959253323,0.6136943849,-0.1168468965,-0.2580975428,9.2411997896,0.7347004275,0.1083877540
1548685916964232323,0.6066602030,-0.0996131264,-0.2518743435,9.1407365696,0.6096012798,0.1449582836
1548685916969211323,0.5952539266,-0.0789386653,-0.2456154424,9.0749570804,0.5013683787,0.0052066278
1548685916974191323,0.5795104826,-0.0571589888,-0.2339497823,8.9792778234,0.3834852472,0.0557777020
1548685916979169323,0.5574453860,-0.0210049482,-0.2198236035,8.9206742784,0.3485642777,0.1245789297
1548685916984148323,0.5353574829,0.0238022640,-0.2065094570,8.8596787520,0.3544978494,0.0843783480
1548685916989127323,0.5168766078,0.0666406112,-0.1994004058,8.9003424363,0.3545477700,0.0978916370
1548685916994107323,0.4962219414,0.1132013373,-0.1893219451,8.9780818326,0.3318110864,0.1062161683
1548685916999085323,0.4790009239,0.1577251580,-0.1730970888,8.9601419719,0.2921332753,0.0982647784
1548685917004065323,0.4627939781,0.1941547324,-0.1520422013,9.0378813683,0.2489678528,0.1874832789
1548685917009043323,0.4463276010,0.2343398135,-0.1325988460,9.0988768947,0.2153953989,0.2429308497
1548685917014022323,0.4289373726,0.2704481923,-0.1064322598,9.1299726532,0.2022149777,0.2073413326
1548685917019001323,0.4113403291,0.2996160935,-0.0764997303,9.1670483653,0.1926469693,0.3311022422
1548685917023980323,0.3956892402,0.3273479837,-0.0460462133,9.1981441239,0.1902817628,0.4162569049
1548685917028959323,0.3761723359,0.3498709419,-0.0150176886,9.2770795110,0.2192192400,0.3811767729
1548685917033939323,0.3564351859,0.3625894215,0.0162889560,9.4433222201,0.2470622091,0.3742143101
1548685917038918323,0.3357308534,0.3732871192,0.0473372092,9.5700972357,0.3024956079,0.3607489752
1548685917043897323,0.3189085124,0.3716282403,0.0740654537,9.6071729478,0.4323237003,0.3309027986
1548685917048876323,0.3059659599,0.3607796434,0.0972766481,9.5976050221,0.5632962215,0.3157597542
1548685917053854323,0.2952060320,0.3519541461,0.1212725078,9.6047809664,0.6666504161,0.3566659681
1548685917058833323,0.2868752036,0.3425596104,0.1457844292,9.5509613843,0.7903584688,0.4300505359
1548685917063812323,0.2848419561,0.3294590234,0.1675591790,9.5067097279,0.9393137685,0.6017714512
1548685917068792323,0.2878334866,0.3213367361,0.1790837711,9.5390014772,1.0342869628,0.6130299361
1548685917073770323,0.2930049082,0.3066091357,0.1876411668,9.5617253007,1.0415250027,0.5939615151
1548685917078750323,0.2982031802,0.2884030812,0.1996912548,9.6514246042,1.0031810248,0.7392861733
1548685917083729323,0.3058567921,0.2664378275,0.2157498754,9.6861083349,0.9551559831,0.8115083220
1548685917088707323,0.3120349094,0.2393076000,0.2261875140,9.6669724835,0.9587375626,0.7789438393
1548685917093687323,0.3213185538,0.2102224358,0.2274712114,9.7184000841,1.0140784616,0.8368436510
1548685917098665323,0.3305814929,0.1802942373,0.2247286074,9.7674357034,1.0213488031,0.8549301702
1548685917103645323,0.3412990293,0.1512357393,0.2222410181,9.7148121120,0.9924436274,0.8310366017
1548685917108624323,0.3546656626,0.1201925408,0.2157045722,9.7351439541,0.9540144909,0.8295969968
1548685917113603323,0.3634279480,0.0920036617,0.2108171876,9.7566717870,0.9215952753,0.7706968244
1548685917118582323,0.3717198980,0.0568936486,0.2059393763,9.7530838148,0.8434809864,0.6957385190
1548685917123561323,0.3809856047,0.0249488526,0.2029298572,9.6562085671,0.8565806538,0.6947111093
1548685917128540323,0.3919216021,0.0051211592,0.1996276620,9.5832531335,0.9009536398,0.6488022055
1548685917133519323,0.4001742308,-0.0121132060,0.1944676652,9.5043177465,0.9849750719,0.5818632479
1548685917138498323,0.4122828588,-0.0272938463,0.1857819872,9.4481061829,1.0401838282,0.5497909305
1548685917143477323,0.4285587091,-0.0381847317,0.1867214798,9.4289703315,1.1050516245,0.5418290533
1548685917148456323,0.4447942893,-0.0392547079,0.1841634114,9.3488389538,1.1470124200,0.5253260984
1548685917153434323,0.4670687758,-0.0356727290,0.1791323488,9.3500349445,1.1890730566,0.5932924459
1548685917158414323,0.4900741586,-0.0266246008,0.1767753319,9.4756139694,1.1423612926,0.4931193526
1548685917163392323,0.5130954009,-0.0250721014,0.1744240690,9.6346807342,1.0740602102,0.4300089218
1548685917168372323,0.5329795103,-0.0293019826,0.1726418636,9.8332151926,0.9733619359,0.4132608117
1548685917173351323,0.5511793446,-0.0404567721,0.1706114220,9.9659701618,0.9278606719,0.3012665848
1548685917178330323,0.5635816757,-0.0600015466,0.1694439345,10.1094890474,0.9003979801,0.2383576287
1548685917183309323,0.5771978451,-0.0858718944,0.1661229462,10.1740725459,0.8295775247,0.2421846134
1548685917188289323,0.5879082085,-0.1065800782,0.1655081894,10.2386560444,0.7431350926,0.1627822660
1548685917193267323,0.5952594196,-0.1342423391,0.1686870784,10.2721437844,0.6470409616,0.1060799810
1548685917198247323,0.5977519121,-0.1633553382,0.1697619784,10.2888876544,0.5329009173,0.1187762926
1548685917203225323,0.5944183227,-0.1901856405,0.1706177867,10.2183242023,0.4270655243,0.0834239789
1548685917208204323,0.5922901786,-0.2144146150,0.1711924840,10.1441727780,0.3753018002,0.1196170485
1548685917213184323,0.5845606039,-0.2328901308,0.1696640526,10.0269656882,0.3006530990,0.1763320013
1548685917218162323,0.5770669988,-0.2447411339,0.1694707218,9.9468343104,0.2861344398,0.1973571356
1548685917223141323,0.5661476858,-0.2490965900,0.1666168269,9.8762708583,0.2043328573,0.1643432641
1548685917228120323,0.5486804651,-0.2488763350,0.1654277132,9.8045114155,0.1117145918,0.2579569211
1548685917233100323,0.5329093013,-0.2437565076,0.1658307066,9.7746116477,0.0780305509,0.2595454300
1548685917238078323,0.5127720071,-0.2337632607,0.1678790812,9.6968722513,0.0563046851,0.2946074109
1548685917243058323,0.4916547661,-0.2211751883,0.1691285948,9.6418566785,0.0838760275,0.3363808039
1548685917248037323,0.4722142884,-0.2016549256,0.1692840228,9.5999970035,0.1379007123,0.3181807591
1548685917253015323,0.4561655857,-0.1806785502,0.1694085108,9.6095649292,0.2148206519,0.4036085597
1548685917257995323,0.4405897487,-0.1568113229,0.1684526664,9.6275047899,0.2304646525,0.4221168128
1548685917262974323,0.4276674252,-0.1320560568,0.1653250026,9.6908922977,0.2617864235,0.4294508275
1548685917267952323,0.4186434493,-0.1047127145,0.1664566813,9.7710236755,0.2294391522,0.4916710383
1548685917272932323,0.4098932732,-0.0794125952,0.1724201364,9.8164713226,0.1561918238,0.5192055038
1548685917277911323,0.4006638491,-0.0546955241,0.1791936891,9.9336784125,0.0758224473,0.4883208862
1548685917282889323,0.3934168539,-0.0351899499,0.1915919290,10.0831772517,-0.0117174295,0.5707110716
1548685917287869323,0.3839756898,-0.0136684549,0.2026654767,10.2159322208,-0.0776474324,0.5818136319
1548685917292847323,0.3701590877,0.0029536115,0.2100226431,10.3319433200,-0.1327827762,0.5603172550
1548685917297827323,0.3592701605,0.0069120597,0.2157531894,10.4862261220,-0.1734508495,0.5933935961
1548685917302806323,0.3479126827,0.0045230476,0.2220297952,10.6010412305,-0.1889318742,0.6551366959
1548685917307785323,0.3387346780,-0.0007307450,0.2266786493,10.5986492491,-0.2021534064,0.6950309070
1548685917312763323,0.3264068663,-0.0100284194,0.2302844469,10.5986492491,-0.2574311706,0.7993798165
1548685917317743323,0.3142765619,-0.0221584642,0.2247625387,10.4419744656,-0.3104978946,0.9363436737
1548685917322722323,0.3021008141,-0.0319428389,0.2119903227,10.3163954408,-0.3334841810,1.0295008246
1548685917327701323,0.2879496295,-0.0391118139,0.1938638755,10.2362640630,-0.3347842444,1.1220329018
1548685917332680323,0.2725604223,-0.0448227063,0.1717200115,10.1393888152,-0.2952473855,1.1960259493
1548685917337659323,0.2646405905,-0.0421115322,0.1441343826,10.0783932888,-0.2160106917,1.2320061156
1548685917342638323,0.2567050801,-0.0376589464,0.1143997110,10.0233777160,-0.1007159409,1.2303819106
1548685917347617323,0.2535774906,-0.0311309744,0.0779092624,10.0353376231,0.0206694846,1.1926741584
1548685917352596323,0.2569870663,-0.0219757473,0.0405538928,10.0891572052,0.1625350378,1.1672858562
1548685917357575323,0.2615662679,-0.0081705542,-0.0027218881,10.1477607502,0.2695574388,1.0164051173
1548685917362554323,0.2705316501,0.0033311013,-0.0430811481,10.2207161837,0.3429501241,0.9122293794
1548685917367533323,0.2816742121,0.0180119430,-0.0831935568,10.2984555801,0.4319706593,0.8431534393
1548685917372512323,0.2950176641,0.0367120923,-0.1184958843,10.3833709207,0.5125881703,0.7317790164
1548685917377491323,0.3113040177,0.0553927543,-0.1479175676,10.4515423914,0.5967901974,0.6464225287
1548685917382470323,0.3305365148,0.0760647008,-0.1701178342,10.4491504099,0.7397884333,0.6206278797
1548685917387449323,0.3536712113,0.1010472019,-0.1867177646,10.4563263542,0.9008237731,0.5630460708
1548685917392428323,0.3807485240,0.1254101417,-0.1923443095,10.4910100849,1.0090184996,0.5426164479
1548685917397407323,0.4129774113,0.1451342941,-0.1891527401,10.4216426235,1.1026652019,0.5962915505
1548685917402386323,0.4452533911,0.1674021133,-0.1765669103,10.3893508743,1.1723236095,0.6412613018
1548685917407365323,0.4787872969,0.1858909388,-0.1572772495,10.3092194965,1.1890489040,0.6857244395
1548685917412344323,0.5169869664,0.2072199494,-0.1264863232,10.2255001465,1.1889461264,0.7747882176
1548685917417323323,0.5498692841,0.2302353162,-0.0918913427,10.1597206573,1.1095537979,0.8495601622
1548685917422302323,0.5833045556,0.2508852593,-0.0460233509,10.0652373910,1.0685803282,0.9422980427
1548685917427281323,0.6119223272,0.2683182937,0.0044535884,10.0604534281,0.9628256890,1.0350020945
1548685917432260323,0.6368913776,0.2854589940,0.0528149988,10.0090258275,0.8966695754,1.0931628035
1548685917437239323,0.6557956542,0.2988359219,0.0993533097,9.9970659203,0.8365703666,1.1167872448
1548685917442218323,0.6712955724,0.3096181275,0.1432388025,9.9934779482,0.8533896292,1.2129604848
1548685917447197323,0.6877205619,0.3239004484,0.1804015070,9.9623821896,0.8221075010,1.2825581100
1548685917452177323,0.6994935009,0.3387817155,0.2098187910,9.9564022361,0.8257052313,1.3553213342
1548685917457155323,0.7083348908,0.3461912105,0.2325557919,9.9540102546,0.8160887706,1.4268667349
1548685917462134323,0.7186075408,0.3513283065,0.2501809549,9.9695581339,0.7968808095,1.4606564317
1548685917467113323,0.7276188761,0.3533428311,0.2578860263,9.9671661525,0.7295832036,1.4595339827
1548685917472092323,0.7319942578,0.3504743579,0.2586552751,9.9623821896,0.6610809707,1.5862252027
1548685917477074323,0.7382860664,0.3487878169,0.2556480900,9.9587942175,0.5829666819,1.6413922525
1548685917482050323,0.7394718795,0.3450787303,0.2494656322,9.9683621432,0.4868431860,1.6459756622
1548685917487029323,0.7392053432,0.3358945306,0.2416893790,10.0257696974,0.4256274453,1.7014792259
1548685917492008323,0.7389139221,0.3250082419,0.2288136309,10.0819812610,0.3716203795,1.7030714225
1548685917496987323,0.7354839109,0.3069024749,0.2157026538,10.1059010752,0.2995483131,1.6816624211
1548685917501966323,0.7325353052,0.2876514520,0.2015144426,10.1094890474,0.2250479053,1.7050786130
1548685917506945323,0.7244811783,0.2704052529,0.1857586464,10.1047050845,0.1553439819,1.6922663819
1548685917511925323,0.7181206571,0.2500053439,0.1681111174,10.1633086295,0.0724992800,1.6082554258
1548685917516903323,0.7098212641,0.2255682402,0.1491414126,10.1788565087,0.0028203169,1.5986829377
1548685917521883323,0.7005728184,0.2054222253,0.1355461991,10.1597206573,-0.0945401076,1.5215969030
1548685917526862323,0.6898527752,0.1803951608,0.1171351754,10.1908164159,-0.1714101266,1.4660945984
1548685917531841323,0.6767394517,0.1538884964,0.1038473904,10.2673598215,-0.2193837795,1.3947254660
1548685917536820323,0.6670041448,0.1268373677,0.0873086424,10.2673598215,-0.2241905416,1.2774966480
1548685917541799323,0.6560326904,0.0989408870,0.0662173192,10.2948676079,-0.2349719865,1.1974080065
1548685917546778323,0.6448341448,0.0687268180,0.0470091479,10.3187874222,-0.2709933372,1.1044794367
1548685917551757323,0.6351238583,0.0390621154,0.0339624282,10.3319433200,-0.2865991633,1.0339660722
1548685917556736323,0.6237213217,0.0076588731,0.0212004174,10.3295513386,-0.3094342198,0.9402204902
1548685917561714323,0.6118070501,-0.0231451159,0.0038783320,10.2374600537,-0.3023371320,0.8746528791
1548685917566694323,0.6003702417,-0.0539397306,-0.0147903370,10.1501527316,-0.2579817650,0.8453518235
1548685917571673323,0.5930399514,-0.0800980411,-0.0345726308,10.0855692331,-0.1378919981,0.8133770014
1548685917576652323,0.5866457233,-0.0987390616,-0.0575907746,10.0556694653,-0.0213647235,0.8090655152
1548685917581630323,0.5867613809,-0.1167402965,-0.0871100415,10.0317496510,0.0326819850,0.7109044849
1548685917586610323,0.5883688106,-0.1408127188,-0.1123420170,10.0508855024,0.0627477402,0.6496763055
1548685917591589323,0.5887869482,-0.1652005111,-0.1335361512,9.9958699296,0.0494616048,0.6152606362
1548685917596568323,0.5897225477,-0.1907685128,-0.1493643751,9.8906227468,0.0228952071,0.6143575126
1548685917601547323,0.5906516747,-0.2111516023,-0.1643911895,9.7805916012,0.0287685806,0.6006159830
1548685917606526323,0.5923286870,-0.2312636496,-0.1756661173,9.6920882884,0.0635089552,0.5771951969
1548685917611505323,0.5954466851,-0.2476157802,-0.1880305652,9.5796651614,0.1042284174,0.5693388463
1548685917616484323,0.5988208386,-0.2590891791,-0.1961054768,9.4780059508,0.1413560222,0.5214784717
1548685917621463323,0.6039170069,-0.2694282967,-0.1993638320,9.3823266937,0.1844994210,0.5040148531
1548685917626442323,0.6095125638,-0.2794915926,-0.1999420271,9.3165472045,0.1699983808,0.5131213411
1548685917631421323,0.6175628617,-0.2838193384,-0.1930289561,9.1909681796,0.2167101449,0.4468277638
1548685917636400323,0.6265750330,-0.2892858785,-0.1880027743,9.1084448204,0.2118020734,0.4186464205
1548685917641379323,0.6353620447,-0.2916055395,-0.1786814663,9.0450573126,0.1997073508,0.4394426907
1548685917646358323,0.6453700899,-0.2901881760,-0.1664205823,8.9900417398,0.2248753122,0.4143955713
1548685917651337323,0.6524895554,-0.2867900709,-0.1495717820,8.9577499905,0.2512728610,0.3902106791
1548685917656316323,0.6598543212,-0.2868460713,-0.1335278499,8.9146943248,0.2932791723,0.4095436330
1548685917661295323,0.6706153237,-0.2840117740,-0.1161736427,8.8584827613,0.3136389034,0.3423112308
1548685917666274323,0.6842569309,-0.2779718498,-0.1028744067,8.8022711978,0.3688476597,0.3829215442
1548685917671253323,0.6971634282,-0.2676121191,-0.0893036331,8.8393469099,0.4421962974,0.3952926587
1548685917676232323,0.7136951738,-0.2557864912,-0.0773767166,8.8178190771,0.5154729909,0.3170232029
1548685917681211323,0.7323992083,-0.2476817858,-0.0686876739,8.8656587056,0.4975063631,0.3363047929
1548685917686190323,0.7496621666,-0.2404598885,-0.0578374668,8.9111063527,0.4915537041,0.3016900874
